region_code,region,comuna_code,comuna,zone,step,start,end,active_cases_start,active_cases_end,delta_active_cases,pct_delta_active_cases,current
15,Arica y Parinacota,15101,Arica,Rural,3,2020-07-28,2021-01-14,984,365,-619,-62.90650406504066,0
15,Arica y Parinacota,15101,Arica,Rural,2,2021-01-14,2021-02-04,365,687,322,88.21917808219177,0
15,Arica y Parinacota,15101,Arica,Rural,1,2021-02-04,2021-03-08,687,570,-117,-17.030567685589514,0
15,Arica y Parinacota,15101,Arica,Rural,2,2021-03-08,2021-03-25,570,864,294,51.578947368421055,1
15,Arica y Parinacota,15101,Arica,Urbana,1,2020-07-28,2020-11-09,984,259,-725,-73.6788617886179,0
15,Arica y Parinacota,15101,Arica,Urbana,2,2020-11-09,2020-11-23,259,146,-113,-43.62934362934363,0
15,Arica y Parinacota,15101,Arica,Urbana,3,2020-11-23,2021-01-14,146,365,219,150.0,0
15,Arica y Parinacota,15101,Arica,Urbana,2,2021-01-14,2021-02-04,365,687,322,88.21917808219177,0
15,Arica y Parinacota,15101,Arica,Urbana,1,2021-02-04,2021-03-08,687,570,-117,-17.030567685589514,0
15,Arica y Parinacota,15101,Arica,Urbana,2,2021-03-08,2021-03-25,570,864,294,51.578947368421055,1
15,Arica y Parinacota,15102,Camarones,Total,3,2020-07-28,2021-03-25,2,0,-2,-100.0,1
15,Arica y Parinacota,15202,General Lagos,Total,3,2020-07-28,2021-03-25,1,0,-1,-100.0,1
15,Arica y Parinacota,15201,Putre,Total,3,2020-07-28,2021-03-25,7,1,-6,-85.71428571428572,1
1,Tarapacá,1107,Alto Hospicio,Total,1,2020-07-28,2020-10-03,128,96,-32,-25.0,0
1,Tarapacá,1107,Alto Hospicio,Total,2,2020-10-03,2020-11-23,96,48,-48,-50.0,0
1,Tarapacá,1107,Alto Hospicio,Total,3,2020-11-23,2021-01-04,48,261,213,443.75,0
1,Tarapacá,1107,Alto Hospicio,Total,1,2021-01-04,2021-02-16,261,284,23,8.812260536398476,0
1,Tarapacá,1107,Alto Hospicio,Total,2,2021-02-16,2021-03-20,284,288,4,1.4084507042253502,0
1,Tarapacá,1107,Alto Hospicio,Total,1,2021-03-20,2021-03-25,288,244,-44,-15.277777777777779,1
1,Tarapacá,1402,Camiña,Total,3,2020-07-28,2021-03-25,1,7,6,600.0,1
1,Tarapacá,1403,Colchane,Total,3,2020-07-28,2021-03-25,12,1,-11,-91.66666666666666,1
1,Tarapacá,1404,Huara,Total,3,2020-07-28,2021-01-23,18,29,11,61.111111111111114,0
1,Tarapacá,1404,Huara,Total,2,2021-01-23,2021-01-28,29,26,-3,-10.344827586206895,0
1,Tarapacá,1404,Huara,Total,1,2021-01-28,2021-02-11,26,1,-25,-96.15384615384616,0
1,Tarapacá,1404,Huara,Total,2,2021-02-11,2021-02-25,1,33,32,3200.0,0
1,Tarapacá,1404,Huara,Total,1,2021-02-25,2021-03-11,33,3,-30,-90.9090909090909,0
1,Tarapacá,1404,Huara,Total,2,2021-03-11,2021-03-25,3,5,2,66.66666666666667,1
1,Tarapacá,1101,Iquique,Total,1,2020-07-28,2020-10-03,399,183,-216,-54.13533834586466,0
1,Tarapacá,1101,Iquique,Total,2,2020-10-03,2020-12-21,183,397,214,116.93989071038251,0
1,Tarapacá,1101,Iquique,Total,3,2020-12-21,2021-01-04,397,617,220,55.41561712846348,0
